index,min_x,max_x,min_y,max_y,filename,emotion
0_6530,1946.5999,1946.5999,1946.5999,1946.5999,91a388eee61af7d7a0ea89a9aba80ad6d0d346fa4f786d89c3b13cb26c89a647_여_20_분노_공공시설&종교&의료시설_20210119142203-001-003.jpg,0
0_6531,2345.3972,2345.3972,2345.3972,2345.3972,82ccb7a06bd8182d1581baac54b161a2eef98fdc1626c1a64f1b640d89ece1d9_남_20_분노_도심 환경_20210126000342-008-013.jpg,0
0_6532,2163.3118,2163.3118,2163.3118,2163.3118,4419d9275cd25f712b8dc0323628565d24fb2710a7ad209c81dc70b586676033_남_40_분노_행사&사무공간_20210129014421-006-003.jpg,0
0_6533,921.5890795,921.5890795,921.5890795,921.5890795,661ed9268d71e539b83b0091d37c4484a91dbaa3ce2ed1dee4c2e4dde03f0e0a_여_20_분노_오락&공연시설_20210225100135-005-002.jpg,0
0_6534,2180.517,2180.517,2180.517,2180.517,90992e33e8e741dd3de073a690295b843fabb52700965695ad5a37689a8de082_남_30_분노_오락&공연시설_20201203151159-005-005.jpg,0
0_6535,2277.127,2277.127,2277.127,2277.127,f7cdb98dd987742a4f8eeb9d66387ef02fb817ddda54a4280273625b89639669_여_30_분노_숙박 및 거주공간_20201205222954-010-029.jpg,0
0_6536,1941.019,1941.019,1941.019,1941.019,dfc02b14400e9fcaec446cf4eeee7d7131a714d579c59ce60883423caec73cdf_여_20_분노_행사&사무공간_20201207133559-006-001.jpg,0
0_6537,2413.789676,2413.789676,2413.789676,2413.789676,a943f77811f86cbc0ead4dfb53aa6d796d444b962af208a34d03072fe5bdf892_여_30_분노_공공시설&종교&의료시설_20201206225010-001-007.jpg,0
0_6538,2617.467119,2617.467119,2617.467119,2617.467119,26155bb675038144f3017373ea8340a2c735476142ecffba55e72ea6d311ac6c_여_20_분노_실외 자연환경_20210127163248-007-003.jpg,0
0_6539,1671.7706,1671.7706,1671.7706,1671.7706,43d2504e5f054d9b51d59d36da6c401e5092af026caaee104b0b5c2ac6139331_남_30_분노_스포츠 관람 및 레저시설_20201205155839-004-002.jpg,0
0_6540,2293.7476,2293.7476,2293.7476,2293.7476,a943f77811f86cbc0ead4dfb53aa6d796d444b962af208a34d03072fe5bdf892_여_30_분노_공공시설&종교&의료시설_20201206225010-001-017.jpg,0
0_6541,1011.3608,1011.3608,1011.3608,1011.3608,6a44de2e514d08e712dffc46e8133298af75b80668546e781bcee97fa777ca0e_남_20_분노_교통&이동수단(엘리베이터 포함)_20201205165717-002-011.jpg,0
0_6542,1504.509133,1504.509133,1504.509133,1504.509133,1c944e73f2348c869ffc079b2f4547f59b81f84c46875ee7b6c2e751c683b9e9_남_20_분노_실외 자연환경_20210127114912-007-010.jpg,0
0_6543,3095.90941,3095.90941,3095.90941,3095.90941,84a62b8d35ecfe17b6390cca051a8bef85b58c78b44dd6fbbdd602bafeae37fc_여_40_분노_행사&사무공간_20201207132302-006-001.jpg,0
0_6545,1076.799896,1076.799896,1076.799896,1076.799896,15284a77b3979147794bb67ed52c6c308b6fb41ed8c813847f883e7f9a283fce_여_30_분노_상업시설&점포&시장_20201208114822-003-027.jpg,0
0_6546,1862.7489,1862.7489,1862.7489,1862.7489,645f3935355171c19acc6c8a310efa081a4d1195adf6c83f327182adf14554d0_남_20_분노_오락&공연시설_20201207154735-005-015.jpg,0
0_6547,2257.7559,2257.7559,2257.7559,2257.7559,ca144b8ded03ede9fe0a19d5f83706370ff3d2eb4aa6ac4cc074c8b248c2468c_남_40_분노_도심 환경_20210126154702-008-001.jpg,0
0_6548,1357.0903,1357.0903,1357.0903,1357.0903,ffc31d193435ff87f522e2c47de67ee0fd87892903367e1099af837dbac20454_남_30_분노_공공시설&종교&의료시설_20210208102931-001-005.jpg,0
0_6549,2592.434,2592.434,2592.434,2592.434,b513cb1a2798ea411833a6fd7eb10836a1e5a9f9a96d16cc22c3aedd9bacfb4c_남_20_분노_도심 환경_20201207150830-008-006.jpg,0
0_6550,1734.682107,1734.682107,1734.682107,1734.682107,f89b8d41562703720439fbb28c5b98eb3f638db31255bf0dc238fefbea782d46_여_20_분노_문화재 및 유적지_20201207143336-009-013.jpg,0
0_6551,2542.9211,2542.9211,2542.9211,2542.9211,3106e62110be320b4ab73f8dff15e958aceebeb0d8724268f05e502dd6e7617f_여_20_분노_도심 환경_20210209013134-008-001.jpg,0
0_6552,2166.754439,2166.754439,2166.754439,2166.754439,1eab9325767c0fdbe195bcd9da5542f92609fcc1ebbb52953be96718dc57d82a_여_30_분노_도심 환경_20201206214705-008-001.jpg,0
0_6553,1762.3905,1762.3905,1762.3905,1762.3905,0d18ae1ed7d9e912864b736523a94a24db0595bf273964cb532e62a6087cf325_여_30_분노_상업시설&점포&시장_20201206234903-003-025.jpg,0
0_6554,1507.6372,1507.6372,1507.6372,1507.6372,57bff85f709f4393ca47822946f172d392f915d3648810c7574d33e75b970e1b_남_20_분노_실외 자연환경_20210203232816-007-006.jpg,0
0_6555,1819.5033,1819.5033,1819.5033,1819.5033,43015d16922b50459eb62e3cc7efcb1a2a1a232e67faafbb8f1ca1606f970052_남_30_분노_도심 환경_20210125204545-008-004.jpg,0
0_6556,2715.464916,2715.464916,2715.464916,2715.464916,5ea0c1910848c69d00b18682274b76b1f9e23716b98a9a52e381daae688c0541_여_30_분노_실외 자연환경_20201205143434-007-002.jpg,0
0_6557,2492.774381,2492.774381,2492.774381,2492.774381,7f40f6176543e41360a5ef398f4bfb030a1055b8c71e139b4ccc74806d547299_여_10_분노_도심 환경_20210128002450-008-010.jpg,0
0_6558,1669.648,1669.648,1669.648,1669.648,501e5c7d891c123531fd833601a4d9791473820b90646a7f67f0722066e73a63_남_20_분노_숙박 및 거주공간_20210128143519-010-006.jpg,0
0_6559,1721.1764,1721.1764,1721.1764,1721.1764,5c3c59929f985bbf2c0776e6d3e941ff5f2d298acdadaef076f627c2952024d5_여_20_분노_숙박 및 거주공간_20210202142459-010-007.jpg,0
0_6560,2712.875888,2712.875888,2712.875888,2712.875888,42945a4b373d503fedc13acf55dc8a2009f10d457c33da8b7771a6ff1e3bc67d_여_20_분노_실외 자연환경_20210202184315-007-004.jpg,0
0_6561,2188.405115,2188.405115,2188.405115,2188.405115,288a461367849783ebd6f20eb88a04572e132016f9580405656118fec27e1b17_여_30_분노_상업시설&점포&시장_20201204222420-003-040.jpg,0
0_6562,1556.478357,1556.478357,1556.478357,1556.478357,b0318e28d8e190cc44b47279b81901c16533f5c4bcb9fdb001970a0d0ad2d032_여_40_분노_도심 환경_20210126200550-008-002.jpg,0
0_6563,2533.090486,2533.090486,2533.090486,2533.090486,9e464a57d2281d5663cdf989903592be69ae3e43aecd97f9f2c0d9060258811a_남_20_분노_도심 환경_20201209112013-008-001.jpg,0
0_6564,2598.5837,2598.5837,2598.5837,2598.5837,575154246f874ab249d0febb7a9f78c20c7eddf2a55b3db3d4ad10d38cc044ca_남_20_분노_도심 환경_20210120172828-008-013.jpg,0
0_6565,2576.1316,2576.1316,2576.1316,2576.1316,ddd84d1673b9ea8801d3098eb0aa612e450f5c275af5d03947ff39fcffc333cb_여_30_분노_상업시설&점포&시장_20210201234440-003-016.jpg,0
0_6566,1342.334556,1342.334556,1342.334556,1342.334556,10d7f0d504f95b647e7731850b1ad6212279fe2008130f53b06e90af9819d733_여_40_분노_도심 환경_20210203125440-008-001.jpg,0
0_6567,1950.82665,1950.82665,1950.82665,1950.82665,08c0d9389dbc222023035a3ef6ad78ff04b107aa756b0c228f2455ead387942e_여_20_분노_도심 환경_20210208205027-008-011.jpg,0
0_6568,2733.309308,2733.309308,2733.309308,2733.309308,9b658770e480a8f759865f26b442f7d0e318e5139ec41d36dacdff03486a46af_여_30_분노_도심 환경_20201203131606-008-001.jpg,0
0_6569,2250.703,2250.703,2250.703,2250.703,f174ae9fc4d2a38504451188751a2d5a63ae7518cdb550fbe6dea1acc7dbe4e0_남_30_분노_숙박 및 거주공간_20210114164257-010-019.jpg,0
0_6570,2102.627,2102.627,2102.627,2102.627,611fa5badcfbd0d4c538fd0a1f22bf3226456a71f645272266ba8ccbaa1b5ce8_남_40_분노_공공시설&종교&의료시설_20201206234722-001-013.jpg,0
0_6571,2047.9722,2047.9722,2047.9722,2047.9722,573ef5a56cdb92bf81c8f9affb9b52ecd1492b099cfd5b695a44f54c88ec2967_여_30_분노_숙박 및 거주공간_20201205224700-010-036.jpg,0
0_6572,2009.657569,2009.657569,2009.657569,2009.657569,a667c053b3b14d27c1ee3b14dcf94851b3e5c7d5bc1c7e7677ef0bbf347ae595_남_40_분노_도심 환경_20201206165903-008-006.jpg,0
0_6573,3052.5906,3052.5906,3052.5906,3052.5906,84a62b8d35ecfe17b6390cca051a8bef85b58c78b44dd6fbbdd602bafeae37fc_여_40_분노_행사&사무공간_20201207132302-006-004.jpg,0
0_6574,2235.9133,2235.9133,2235.9133,2235.9133,22d77cb828b8cf9a4ec7132f40b24d76b88422a788e2340641a78418f631b10b_여_40_분노_상업시설&점포&시장_20210120171453-003-004.jpg,0
0_6575,2190.467555,2190.467555,2190.467555,2190.467555,33a58e39375e3e062036af819c536916b62a87643f21c51e5c2944e254092eb1_여_20_분노_도심 환경_20210225154324-008-004.jpg,0
0_6576,1716.8473,1716.8473,1716.8473,1716.8473,4e91bb1317ff7616b99cadf3cafaf8dab49bc6985a036780b0549752699f987e_여_20_분노_공공시설&종교&의료시설_20201204235407-001-020.jpg,0
0_6577,2961.983662,2961.983662,2961.983662,2961.983662,29427aec0f13372f12e2bb57fac316e594016a298acd5e147988c2f914f0e7fc_여_20_분노_공공시설&종교&의료시설_20210127115555-001-008.jpg,0
0_6578,2334.935506,2334.935506,2334.935506,2334.935506,0994a8abaedd961f4824b02b88221f5efddec5194e8d6e40e38206b4b21c1207_여_20_분노_공공시설&종교&의료시설_20210121191048-001-005.jpg,0
0_6579,1947.7108,1947.7108,1947.7108,1947.7108,15284a77b3979147794bb67ed52c6c308b6fb41ed8c813847f883e7f9a283fce_여_30_분노_상업시설&점포&시장_20201208114822-003-036.jpg,0
0_6580,2591.5046,2591.5046,2591.5046,2591.5046,2c6cedc4c9ea7c0614e02d0fee8b32f15872dc7c096d6e1ff2c28728d8c6dfde_남_30_분노_실외 자연환경_20201205171610-007-005.jpg,0
0_6581,1699.0431,1699.0431,1699.0431,1699.0431,2a3884fb335989165828041395bcbd9fea25a70d93a84fcefb0ee3dfd0ac7e84_남_20_분노_오락&공연시설_20201203120942-005-010.jpg,0
0_6582,1758.3081,1758.3081,1758.3081,1758.3081,26bdca17f593aff1819eeac29f13ee25cc27ed3e73242abc78d5e336bdb6cf38_남_30_분노_상업시설&점포&시장_20201202174024-003-049.jpg,0
0_6583,2034.25896,2034.25896,2034.25896,2034.25896,ea9c543628a52eeab8037d63f9e82c25f28dc02ff750e7854617a738f16e86d6_남_30_분노_숙박 및 거주공간_20201206215634-010-001.jpg,0
0_6584,1687.5033,1687.5033,1687.5033,1687.5033,571166790d1289bf8bb894566c3ac936db85ced66e7283b3f00dd0f4de3fa63f_여_20_분노_숙박 및 거주공간_20210121225123-010-012.jpg,0
0_6585,2084.6694,2084.6694,2084.6694,2084.6694,b2b6260936f612a1e55ed57f549edce0b5fbe63dcc52ae1a34dd227739938af8_남_20_분노_숙박 및 거주공간_20210120223135-010-007.jpg,0
0_6586,1982.7893,1982.7893,1982.7893,1982.7893,c45f82dd1964afd8bf4357249c8f9c7111f9158313cb0b77fa53a41edae7fc5f_남_20_분노_숙박 및 거주공간_20210125153909-010-015.jpg,0
0_6587,1631.5511,1631.5511,1631.5511,1631.5511,54010971d61bd7b38d2e547a126fb3e568f41a2436904b3eee98fef8ab78d709_여_20_분노_실외 자연환경_20210112232056-007-009.jpg,0
0_6588,1088.9124,1088.9124,1088.9124,1088.9124,208a8df9c088517b907699032b84ff30d3e6c6b7fcd2bc5f4911dfc2f231bb5d_여_20_분노_교통&이동수단(엘리베이터 포함)_20210129182035-002-006.jpg,0
0_6589,1855.521777,1855.521777,1855.521777,1855.521777,440d245048f7b149a1bb02d5bcc10ef42bfb1e99cc392bea0394d367d6cc78ca_여_20_분노_오락&공연시설_20201204100915-005-013.jpg,0
0_6590,2228.8418,2228.8418,2228.8418,2228.8418,6cfd4778f40a9262417c7317f838eeab314f3d61a2f8ee9d6a360ec28c4be884_여_40_분노_도심 환경_20210201121947-008-003.jpg,0
0_6591,2283.924,2283.924,2283.924,2283.924,65aa209849705e5d0b3b49f56673e093e6c289394307e224b83ee9288969b2d6_여_40_분노_오락&공연시설_20201206125211-005-007.jpg,0
0_6592,1650.8485,1650.8485,1650.8485,1650.8485,0d3ace5363638bb6b4b772789353e529d80fb23b7b7f67597f784f45da383048_여_20_분노_숙박 및 거주공간_20201207001532-010-009.jpg,0
0_6593,2151.2244,2151.2244,2151.2244,2151.2244,e74e07315db1dbe18a980c61a1156221cf66b4a72a48671225b6c992c4467acf_여_30_분노_상업시설&점포&시장_20201202145024-003-007.jpg,0
0_6594,2055.9502,2055.9502,2055.9502,2055.9502,16be3a05cc8ddc5e3cb955ee95b53ead9d7d8b9aa823a0ec84d684586cdc00e7_남_10_분노_숙박 및 거주공간_20210128180917-010-020.jpg,0
0_6595,2141.699486,2141.699486,2141.699486,2141.699486,a56edba1d32171437d8e8e43349eb5885b06e0eb87dd8d874ac12af5afc26dbc_남_30_분노_문화재 및 유적지_20201205114057-009-018.jpg,0
0_6596,1294.814893,1294.814893,1294.814893,1294.814893,bd210c67f8f6d1d3b34e1f724f26a0460a5e683af5c500b8acacc8be9af35db0_여_20_분노_숙박 및 거주공간_20210210224856-010-003.jpg,0
0_6597,1270.2513,1270.2513,1270.2513,1270.2513,42f38c12577ba328f23ac4b46572a0ff91e24b00069f6da60ce80058e51a0117_여_20_분노_숙박 및 거주공간_20210208193255-010-003.jpg,0
0_6598,1832.633798,1832.633798,1832.633798,1832.633798,11b54dde4e1b678a858ecb14dd0c4a193ad55d49634e235440ec89602bbd70f2_여_20_분노_상업시설&점포&시장_20210223173906-003-001.jpg,0
0_6599,2150.654,2150.654,2150.654,2150.654,9d327114a860b3bd0880a8bcb11c130b14c0ac2ff893dbad4116fe6e9757c781_여_20_분노_도심 환경_20201205221733-008-013.jpg,0
0_6600,2281.562685,2281.562685,2281.562685,2281.562685,d54e9b71bb92a0e18f9a1ced5acc57cb01463dad6186b3e0d44181de1a296f0a_여_30_분노_숙박 및 거주공간_20210224102548-010-009.jpg,0
0_6601,3089.948969,3089.948969,3089.948969,3089.948969,753285483b7ca8a81aeda4cfdd98f4a53389ef8192b9888ec800627688e1f7f2_여_30_분노_오락&공연시설_20201204225611-005-004.jpg,0
0_6602,2221.9338,2221.9338,2221.9338,2221.9338,52e9bd799abddc270c5447644821c8fa11fc65cc1cdcaea54b24bc13ca69577c_여_30_분노_상업시설&점포&시장_20201201125952-003-006.jpg,0
0_6603,2775.879696,2775.879696,2775.879696,2775.879696,fd617e8f922beb007b66b0433b71042e301c3a13f4eaa9c9b6f114e2a19f7896_남_40_분노_행사&사무공간_20201206231305-006-002.jpg,0
0_6604,2457.786169,2457.786169,2457.786169,2457.786169,93d7cc86483412de021b531ab55d556289315ba89e13d9ac59aac68f12e8e347_남_20_분노_교통&이동수단(엘리베이터 포함)_20210208111637-002-004.jpg,0
0_6605,1939.0747,1939.0747,1939.0747,1939.0747,3520233d4a40889c6abfeefeb799026db0a2a7c244305e794e00c6023b82bad6_여_20_분노_숙박 및 거주공간_20210124161156-010-010.jpg,0
0_6606,1852.457697,1852.457697,1852.457697,1852.457697,b6af6124fe0c7522957914b8b55fb51ff7a4e3fe2257f513dd7de1ffc34707a0_남_30_분노_실외 자연환경_20201207171338-007-004.jpg,0
0_6608,2319.0742,2319.0742,2319.0742,2319.0742,be15b37a08c40f476239a2e605275dab20e8866d60afe71718b1868052712537_여_20_분노_숙박 및 거주공간_20210127171856-010-020.jpg,0
0_6609,1812.442652,1812.442652,1812.442652,1812.442652,f736b0c0ceca6ade0b4495e975d5c49c075823f011676e5c3cb54664de44b825_여_20_분노_상업시설&점포&시장_20210215115432-003-006.jpg,0
0_6610,3162.407,3162.407,3162.407,3162.407,93055ab97422ffb9b31f79d4c96282e6a6cbcb9c954a8bb585b98825629bc100_여_20_분노_도심 환경_20210121223221-008-008.jpg,0
0_6611,2402.2559,2402.2559,2402.2559,2402.2559,6be9be83ef9bbbfa545d62b5758cb7a3eebb82712bf9e1e7798938bafbaf8f5d_여_20_분노_상업시설&점포&시장_20210119153657-003-002.jpg,0
0_6612,2079.833198,2079.833198,2079.833198,2079.833198,821a4cf4393217eb1e67aa65c0daa2347025405a001df78d3caf90ea759adfab_여_30_분노_상업시설&점포&시장_20210122151300-003-006.jpg,0
0_6613,5076.866,5076.866,5076.866,5076.866,58dc739379422eab32414c2f65bd157d08a1e564ee6763e1f4545c4391ea81a6_남_30_분노_숙박 및 거주공간_20201208121144-010-009.jpg,0
0_6614,1396.875347,1396.875347,1396.875347,1396.875347,54010971d61bd7b38d2e547a126fb3e568f41a2436904b3eee98fef8ab78d709_여_20_분노_실외 자연환경_20210112232056-007-011.jpg,0
0_6615,1822.7903,1822.7903,1822.7903,1822.7903,553c4082b993ae28fbae975eb41b0af4fc57593aa15b33ee78aa55706dca640b_남_20_분노_문화재 및 유적지_20201203110313-009-011.jpg,0
0_6616,1597.548011,1597.548011,1597.548011,1597.548011,ec98295f9042df19fc8cc789828c7f7132bce82cca28fdfe9a5d6d17ec563716_여_30_분노_숙박 및 거주공간_20201204161042-010-006.jpg,0
0_6617,2331.98821,2331.98821,2331.98821,2331.98821,47e97572b6c06f32609895a69f23f5da346376b8f61c6d843a0238be4e7d15e6_남_20_분노_실외 자연환경_20210121233401-007-013.jpg,0
0_6618,2086.8035,2086.8035,2086.8035,2086.8035,e4a3ae1139f2ef5d7d850dd39dd7cb7d5a71aceaaf6fd08065b94b98fd981934_남_20_분노_상업시설&점포&시장_20201207190810-003-024.jpg,0
0_6619,2147.3875,2147.3875,2147.3875,2147.3875,bbfdb80efc193ac68ce947195d119cab166ad8c62a5308fdb7f9b0f3b8d138e3_여_20_분노_공공시설&종교&의료시설_20201203105355-001-022.jpg,0
0_6620,1792.84626,1792.84626,1792.84626,1792.84626,721ecc59b6dcfd54534dc7bbc1b2675d779caf8edd95f7ab14522093153925f1_남_20_분노_오락&공연시설_20201207102841-005-011.jpg,0
0_6621,1912.0392,1912.0392,1912.0392,1912.0392,553c4082b993ae28fbae975eb41b0af4fc57593aa15b33ee78aa55706dca640b_남_20_분노_교통&이동수단(엘리베이터 포함)_20201203110123-002-016.jpg,0
0_6622,1932.3789,1932.3789,1932.3789,1932.3789,6baf7294e9568c137182a7007e803c95bc618fbbb89ba82522a30c28501faf30_남_20_분노_숙박 및 거주공간_20210115000829-010-003.jpg,0
0_6624,2593.5945,2593.5945,2593.5945,2593.5945,4419d9275cd25f712b8dc0323628565d24fb2710a7ad209c81dc70b586676033_남_40_분노_실외 자연환경_20210129014432-007-004.jpg,0
0_6625,1635.8192,1635.8192,1635.8192,1635.8192,357326245dc1bec981156b6d4a3f376d9735d5403976d836f5e7fa959344befc_여_30_분노_숙박 및 거주공간_20201205144448-010-006.jpg,0
0_6626,1537.864047,1537.864047,1537.864047,1537.864047,de0cef23635c3e4e379199abd54795fb9731d923db2f37711138308fa7334193_여_30_분노_행사&사무공간_20201206232654-006-008.jpg,0
0_6627,1604.156762,1604.156762,1604.156762,1604.156762,4ec09a0fcf2c495672d0e83de8bca0f940b4c0ab6d416451cff6af1f4868c7a8_남_20_분노_스포츠 관람 및 레저시설_20201205145455-004-006.jpg,0
0_6628,1239.5391,1239.5391,1239.5391,1239.5391,e3935007de4bf8daaf7c580ee8ab896fd10d16537cee1d7b8e722bb541980066_남_30_분노_교통&이동수단(엘리베이터 포함)_20201206231628-002-007.jpg,0
0_6629,2022.3655,2022.3655,2022.3655,2022.3655,b2b6260936f612a1e55ed57f549edce0b5fbe63dcc52ae1a34dd227739938af8_남_20_분노_숙박 및 거주공간_20210120223135-010-040.jpg,0
0_6630,1461.133,1461.133,1461.133,1461.133,aafa5eabafcbea5d767fce00a421b73715324c2721504047003837f17702bb77_여_20_분노_숙박 및 거주공간_20210122232608-010-018.jpg,0
0_6631,2017.862,2017.862,2017.862,2017.862,2db6b59befaa8df303981bf7529a98c214506875786ace7b318e779de8fe6dd8_남_20_분노_상업시설&점포&시장_20201207151853-003-031.jpg,0
0_6632,1941.345,1941.345,1941.345,1941.345,37a29bebaec2766329afbc04710e11ad7e47d5ea110a384574efd2f3f6a039fb_남_30_분노_상업시설&점포&시장_20201205002342-003-014.jpg,0
0_6633,1893.4852,1893.4852,1893.4852,1893.4852,865e788bfd3038e7bf030dc980e93feb92f778d0cf506303e4a72c0739c8799c_남_30_분노_숙박 및 거주공간_20210125203731-010-018.jpg,0
0_6634,509.9704365,509.9704365,509.9704365,509.9704365,cbafd90824b8a66e50914200756b6410d7a6b440f4f7210ef3a0a338f6239728_여_20_분노_교통&이동수단(엘리베이터 포함)_20210225133638-002-002.jpg,0
0_6635,2393.5127,2393.5127,2393.5127,2393.5127,288a461367849783ebd6f20eb88a04572e132016f9580405656118fec27e1b17_여_30_분노_상업시설&점포&시장_20201204222420-003-012.jpg,0
0_6636,2635.9595,2635.9595,2635.9595,2635.9595,02e33b785d38b8e7d3de0c728c5d6ba09580fbf983f4b61a255eb2d7e2f72fa5_여_30_분노_교통&이동수단(엘리베이터 포함)_20210118165545-002-009.jpg,0
0_6637,1775.805177,1775.805177,1775.805177,1775.805177,7ec8720b0d7f0ae50f16dae3248248bc495d5f55272e1eec1541f500109c68df_여_20_분노_도심 환경_20210121214014-008-025.jpg,0
0_6638,2343.856,2343.856,2343.856,2343.856,a08352013c2366227976f20f0733766f59abf24f91a6e726c2a235793f4136ba_남_30_분노_문화재 및 유적지_20201202173437-009-011.jpg,0
0_6639,1603.8618,1603.8618,1603.8618,1603.8618,8b05ca58885ea9d7d5b97a6866b5cad0da7443c3ffc33eb2464022250052050a_남_30_분노_상업시설&점포&시장_20201209134827-003-022.jpg,0
0_6640,2688.8965,2688.8965,2688.8965,2688.8965,cafda6b1439d8642290040a4f01054fe9f4b5829632facb989d56631a399ed94_여_20_분노_상업시설&점포&시장_20210120220947-003-017.jpg,0
0_6641,1342.112536,1342.112536,1342.112536,1342.112536,92e7098109470430238876b447f55a978adf237c93b4388124a82ed8d25805aa_남_30_분노_도심 환경_20210125213701-008-024.jpg,0
0_6642,2357.9114,2357.9114,2357.9114,2357.9114,751b541935daa635a02874ccf32bd2f820854e4c38eb7e2f8f3c289cb0b7a2ec_여_30_분노_교통&이동수단(엘리베이터 포함)_20201202205131-002-003.jpg,0
0_6643,2260.5058,2260.5058,2260.5058,2260.5058,7baeca7bd1f1039173f366880ed8d434a7015351a511397ac122ed23aabe39ff_여_20_분노_스포츠 관람 및 레저시설_20201207193305-004-014.jpg,0
0_6644,1735.019779,1735.019779,1735.019779,1735.019779,58b63f6c4872a169ca2c4a60fafff9b3d0a108e0e5002f5d43b0dea7c32ae09b_남_40_분노_실외 자연환경_20210201205949-007-011.jpg,0
0_6645,2482.8086,2482.8086,2482.8086,2482.8086,cdf2646e1aa44d50b273709ec147ed3e8284e967c1808dc6dbb01d47d168e1cd_여_20_분노_문화재 및 유적지_20201206172344-009-013.jpg,0
0_6646,2863.782385,2863.782385,2863.782385,2863.782385,76afc081ed8c74483ef3ba76c9468d82bc9d11bbdb8397421a00ba0cef91957a_남_20_분노_숙박 및 거주공간_20210122160938-010-014.jpg,0
0_6647,2461.273,2461.273,2461.273,2461.273,e47d351bb4db04b5e3d51e39fbda0aeb5f7ab0dc1effb2f840e64ac1aa43dea9_여_30_분노_공공시설&종교&의료시설_20210209021035-001-002.jpg,0
0_6648,1284.2864,1284.2864,1284.2864,1284.2864,551050d7631159f0d745682110e1b42472572a77444db971e345b2e2edc8ce6f_남_30_분노_교통&이동수단(엘리베이터 포함)_20210123160333-002-001.jpg,0
0_6649,1957.608104,1957.608104,1957.608104,1957.608104,0d907746925fb35712cca733630efe057352a022c5af5723fe93a525abbe2f9e_남_30_분노_교통&이동수단(엘리베이터 포함)_20201209155038-002-015.jpg,0
0_6650,1607.9738,1607.9738,1607.9738,1607.9738,7b483105af5eaa0c3ce9a8ac8158c89997894fb80a280684a13195000e30ba8d_여_20_분노_실외 자연환경_20210126181811-007-004.jpg,0
0_6651,2816.814189,2816.814189,2816.814189,2816.814189,29427aec0f13372f12e2bb57fac316e594016a298acd5e147988c2f914f0e7fc_여_20_분노_오락&공연시설_20210127115626-005-003.jpg,0
0_6652,1746.745263,1746.745263,1746.745263,1746.745263,bafa04be51970e47930ed8032a5d155aa9f1b9c5c0afe8437294ef6c33d338e9_여_20_분노_상업시설&점포&시장_20210129173851-003-018.jpg,0
0_6653,1996.056,1996.056,1996.056,1996.056,a8cc533faa01c076feac535c79dbfe331f7326957da20b9e25e875debc5094df_여_20_분노_도심 환경_20210127011551-008-008.jpg,0
0_6654,1922.318025,1922.318025,1922.318025,1922.318025,1f22f206417cd8b11f1417492692280503287284bfa3a9c9c5be863306578aa7_여_20_분노_도심 환경_20210128230704-008-022.jpg,0
0_6655,1754.3821,1754.3821,1754.3821,1754.3821,c1720b702152f064675ff2dcbee0fadbff3a6ecc2cd1be5082b4fe589656ea1b_여_50_분노_공공시설&종교&의료시설_20210128141920-001-004.jpg,0
0_6656,1727.689425,1727.689425,1727.689425,1727.689425,278a8a307724862bf7dd7a87bb6ef6a9c463981ce56878c8de826e067796c614_여_30_분노_도심 환경_20210216143730-008-015.jpg,0
0_6657,1872.1632,1872.1632,1872.1632,1872.1632,9ca29c1607183ee65a463bbb75635b1e0196c54efec49aa5ca04dad7a04a1c44_여_30_분노_상업시설&점포&시장_20210122214151-003-001.jpg,0
0_6658,1626.4552,1626.4552,1626.4552,1626.4552,6c95a9432ec1dc577c3d2041ead6a86d920ab836420f02ab3981b4b1f73a6d35_남_20_분노_숙박 및 거주공간_20201207161445-010-001.jpg,0
0_6659,2581.971504,2581.971504,2581.971504,2581.971504,0ae98fff08cacd91cf29c087d22d7dfe413cd38ae1e6918863d4b965e836ccff_여_20_분노_교통&이동수단(엘리베이터 포함)_20210119184957-002-011.jpg,0
0_6660,1720.125456,1720.125456,1720.125456,1720.125456,821a4cf4393217eb1e67aa65c0daa2347025405a001df78d3caf90ea759adfab_여_30_분노_상업시설&점포&시장_20210122151300-003-019.jpg,0
0_6661,2990.713077,2990.713077,2990.713077,2990.713077,b513cb1a2798ea411833a6fd7eb10836a1e5a9f9a96d16cc22c3aedd9bacfb4c_남_20_분노_오락&공연시설_20201207150751-005-008.jpg,0
0_6662,1975.4739,1975.4739,1975.4739,1975.4739,5c3c59929f985bbf2c0776e6d3e941ff5f2d298acdadaef076f627c2952024d5_여_20_분노_숙박 및 거주공간_20210202142459-010-018.jpg,0
0_6663,1505.911149,1505.911149,1505.911149,1505.911149,10d7f0d504f95b647e7731850b1ad6212279fe2008130f53b06e90af9819d733_여_40_분노_숙박 및 거주공간_20210203125501-010-010.jpg,0
0_6664,1727.122156,1727.122156,1727.122156,1727.122156,91a388eee61af7d7a0ea89a9aba80ad6d0d346fa4f786d89c3b13cb26c89a647_여_20_분노_교통&이동수단(엘리베이터 포함)_20210119142214-002-003.jpg,0
0_6665,2543.273908,2543.273908,2543.273908,2543.273908,93d7cc86483412de021b531ab55d556289315ba89e13d9ac59aac68f12e8e347_남_20_분노_실외 자연환경_20210208111727-007-005.jpg,0
0_6666,2111.086839,2111.086839,2111.086839,2111.086839,c8466fae95b4dee3714380f58977060da149e3ae6dfcf3731be5d66743bf1723_남_30_분노_문화재 및 유적지_20210122200510-009-001.jpg,0
